90236,"Hunter cветящийся шнурок на шею LED Yukon 20-70 см голубой","Категория: Ошейник",974.00,"Hunter cветящийся шнурок на шею LED  20-70 см диаметр 1 см голубой <br><br> Практичный светодиодный силиконовый шнурок. Видимость до 500 метров. Аккумулятор заряжается через USB. Водостойкий. 2 режима свечения (мигание и постоянный режим). Для уменьшения размера, просто отрежьте кусочек шнура ножницами. Время непрерывной работы 2-3 часа. Время полной зарядки около 60 минут.","http://tintin.ru/wp-content/uploads/2018/hunter/0a694969-0b8a-11e5-80c7-00155d298300.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a694969-0b8a-11e5-80c7-00155d298300_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a694969-0b8a-11e5-80c7-00155d298300_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a694969-0b8a-11e5-80c7-00155d298300_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a694969-0b8a-11e5-80c7-00155d298300_5.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a694969-0b8a-11e5-80c7-00155d298300_6.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a694969-0b8a-11e5-80c7-00155d298300_7.jpg"
92354,"Hunter cветящийся шнурок на шею LED Yukon 20-70 см лайм","Категория: Ошейник",974.00,"Hunter cветящийся шнурок на шею LED  20-70 см диаметр 1 см лайм <br><br> Практичный светодиодный силиконовый шнурок. Видимость до 500 метров. Аккумулятор заряжается через USB. Водостойкий. 2 режима свечения (мигание и постоянный режим). Для уменьшения размера, просто отрежьте кусочек шнура ножницами. Время непрерывной работы 2-3 часа. Время полной зарядки около 60 минут.","http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300_5.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300_6.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300_7.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/5340b956-0b8a-11e5-80c7-00155d298300_8.jpg"
92353,"Hunter cветящийся шнурок на шею LED Yukon 20-70 см оранжевый","Категория: Ошейник",974.00,"Hunter cветящийся шнурок на шею LED  20-70 см диаметр 1 см оранжевый <br><br> Практичный светодиодный силиконовый шнурок. Видимость до 500 метров. Аккумулятор заряжается через USB. Водостойкий. 2 режима свечения (мигание и постоянный режим). Для уменьшения размера, просто отрежьте кусочек шнура ножницами. Время непрерывной работы 2-3 часа. Время полной зарядки около 60 минут.","http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300_5.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300_6.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300_7.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/2e5c7acf-0b8a-11e5-80c7-00155d298300_8.jpg"
90235,"Hunter cветящийся шнурок на шею LED Yukon 20-70 см розовый","Категория: Ошейник",974.00,"Hunter cветящийся шнурок на шею LED  20-70 см диаметр 1 см розовый <br><br>  
Практичный светодиодный силиконовый шнурок. Видимость до 500 метров. Аккумулятор заряжается через USB. Водостойкий. 2 режима свечения (мигание и постоянный режим). Для уменьшения размера, просто отрежьте кусочек шнура ножницами. Время непрерывной работы 2-3 часа. Время полной зарядки около 60 минут.","http://tintin.ru/wp-content/uploads/2018/hunter/15621fb2-0b88-11e5-80c7-00155d298300.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/15621fb2-0b88-11e5-80c7-00155d298300_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/15621fb2-0b88-11e5-80c7-00155d298300_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/15621fb2-0b88-11e5-80c7-00155d298300_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/15621fb2-0b88-11e5-80c7-00155d298300_5.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/15621fb2-0b88-11e5-80c7-00155d298300_6.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/15621fb2-0b88-11e5-80c7-00155d298300_7.jpg"
93108,"Hunter LED Ошейник Manoa Glow L (55-60)/2,5 желтый","Категория: Ошейник",1964.00,"Ошейник LED светодиодный. <br>
Зарядка через USB. <br>
Дополнительные отражающие полосы улучшают видимость при выключении светодиодов. <br>
3 режима работы: быстрое мигание, медленное мигание и постоянный свет. <br>
Режимы переключаются нажатием кнопки. Заряжается ошейник в течении 30 минут - 1 часа. При зарядке горит красный индикатор. Зарядки хватает на 4 часа работы.<br>
Обхват шеи 55-60 см.","http://tintin.ru/wp-content/uploads/2018/hunter/0a04b1d2-afe4-11e7-812a-005056bf23ce.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a04b1d2-afe4-11e7-812a-005056bf23ce_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a04b1d2-afe4-11e7-812a-005056bf23ce_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a04b1d2-afe4-11e7-812a-005056bf23ce_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/0a04b1d2-afe4-11e7-812a-005056bf23ce_5.jpg"
93104,"Hunter LED Ошейник Manoa Glow L (55-60)/2,5 оранжевый","Категория: Ошейник",1964.00,"Ошейник LED светодиодный. <br>
Зарядка через USB. <br>
Дополнительные отражающие полосы улучшают видимость при выключении светодиодов. <br>
3 режима работы: быстрое мигание, медленное мигание и постоянный свет. <br>
Режимы переключаются нажатием кнопки. Заряжается ошейник в течении 30 минут - 1 часа. При зарядке горит красный индикатор. Зарядки хватает на 4 часа работы.
Обхват шеи 55-60 см.","http://tintin.ru/wp-content/uploads/2018/hunter/ae2db1fb-afe4-11e7-812a-005056bf23ce.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/ae2db1fb-afe4-11e7-812a-005056bf23ce_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/ae2db1fb-afe4-11e7-812a-005056bf23ce_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/ae2db1fb-afe4-11e7-812a-005056bf23ce_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/ae2db1fb-afe4-11e7-812a-005056bf23ce_5.jpg"
93107,"Hunter LED Ошейник Manoa Glow M (50-55)/2,5 желтый","Категория: Ошейник",1891.00,"Ошейник LED светодиодный. <br>
Зарядка через USB. <br>
Дополнительные отражающие полосы улучшают видимость при выключении светодиодов. <br>
3 режима работы: быстрое мигание, медленное мигание и постоянный свет. <br>
Режимы переключаются нажатием кнопки. Заряжается ошейник в течении 30 минут - 1 часа. При зарядке горит красный индикатор. Зарядки хватает на 4 часа работы.<br>Обхват шеи 50 - 55 см.","http://tintin.ru/wp-content/uploads/2018/hunter/d77ff634-afe3-11e7-812a-005056bf23ce.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/d77ff634-afe3-11e7-812a-005056bf23ce_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/d77ff634-afe3-11e7-812a-005056bf23ce_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/d77ff634-afe3-11e7-812a-005056bf23ce_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/d77ff634-afe3-11e7-812a-005056bf23ce_5.jpg"
93103,"Hunter LED Ошейник Manoa Glow M (50-55)/2,5 оранжевый","Категория: Ошейник",1891.00,"Ошейник LED светодиодный. <br>
Зарядка через USB. <br>
Дополнительные отражающие полосы улучшают видимость при выключении светодиодов. <br>
3 режима работы: быстрое мигание, медленное мигание и постоянный свет. <br>
Режимы переключаются нажатием кнопки. Заряжается ошейник в течении 30 минут - 1 часа. При зарядке горит красный индикатор. Зарядки хватает на 4 часа работы.<br>
Обхват шеи 50 - 55 см.","http://tintin.ru/wp-content/uploads/2018/hunter/7f67a10e-afe4-11e7-812a-005056bf23ce.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/7f67a10e-afe4-11e7-812a-005056bf23ce_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/7f67a10e-afe4-11e7-812a-005056bf23ce_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/7f67a10e-afe4-11e7-812a-005056bf23ce_4.jpg"
93106,"Hunter LED Ошейник Manoa Glow S (45-50)/2,5 желтый","Категория: Ошейник",1818.00,"Ошейник LED светодиодный. <br>
Зарядка через USB. <br>
Дополнительные отражающие полосы улучшают видимость при выключении светодиодов. <br>
3 режима работы: быстрое мигание, медленное мигание и постоянный свет. <br>
Режимы переключаются нажатием кнопки. Заряжается ошейник в течении 30 минут - 1 часа. При зарядке горит красный индикатор. Зарядки хватает на 4 часа работы.<br>Обхват шеи 45 - 50 см.","http://tintin.ru/wp-content/uploads/2018/hunter/9c26ff97-afe3-11e7-812a-005056bf23ce.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/9c26ff97-afe3-11e7-812a-005056bf23ce_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/9c26ff97-afe3-11e7-812a-005056bf23ce_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/9c26ff97-afe3-11e7-812a-005056bf23ce_4.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/9c26ff97-afe3-11e7-812a-005056bf23ce_5.jpg"
93102,"Hunter LED Ошейник Manoa Glow S (45-50)/2,5 оранжевый","Категория: Ошейник",1818.00,"Ошейник LED светодиодный. <br>
Зарядка через USB. <br>
Дополнительные отражающие полосы улучшают видимость при выключении светодиодов. <br>
3 режима работы: быстрое мигание, медленное мигание и постоянный свет. <br>
Режимы переключаются нажатием кнопки. Заряжается ошейник в течении 30 минут - 1 часа. При зарядке горит красный индикатор. Зарядки хватает на 4 часа работы.<br>Обхват шеи 45 - 50 см.","http://tintin.ru/wp-content/uploads/2018/hunter/48d732c7-afe4-11e7-812a-005056bf23ce.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/48d732c7-afe4-11e7-812a-005056bf23ce_2.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/48d732c7-afe4-11e7-812a-005056bf23ce_3.jpg, http://tintin.ru/wp-content/uploads/2018/hunter/48d732c7-afe4-11e7-812a-005056bf23ce_4.jpg"
